2156|Loop Antenna|0|6|Manufacture[Item]|Iron|N/A
514|Coal Block|0|7|Manufacture[Item]|Coal|N/A
2301|Polish Emerald|0|7|Manufacture[Item]|Corundum|N/A
1597|White Jade Powder|0|7|Manufacture[Item]|Jade|N/A
599|Blue Stone|0|8|Manufacture[Item]|Corundum|N/A
1545|Demon Leather|0|8|Manufacture[Item]|Magic|N/A
1607|Red Jade Powder|0|8|Manufacture[Item]|Jade|N/A
294|Red Stone|0|9|Manufacture[Item]|Corundum|N/A
2206|Adjusted Valve|0|10|Manufacture[Item]|Aluminum|N/A
1618|Blackart Powder|0|10|Manufacture[Item]|Magic|N/A
295|Delicate Emerald|0|10|Manufacture[Item]|Corundum|N/A
2287|Delicate White Jade|0|10|Manufacture[Item]|Jade|N/A
1010|Piano|0|10|Manufacture[Decor]|Wood|N/A
2322|Polish Dragon Bone|0|10|Manufacture[Item]|Magic|N/A
2296|Delicate Red Jade|0|12|Manufacture[Item]|Jade|N/A
297|Pure Sapphire|0|12|Manufacture[Item]|Corundum|N/A
298|Pure Ruby|0|13|Manufacture[Item]|Corundum|N/A
2256|Steam Engine|0|13|Manufacture[Item]|Iron|N/A
301|Delicate Diamond|0|14|Manufacture[Item]|Diamond|N/A
303|Original Spar|0|14|Manufacture[Item]|Quartz (Crystal)|N/A
672|Titanium Alloy|0|15|Manufacture[Item]|Titanium / Gold|N/A
1392|Airship Steer|0|16|Manufacture[Item]|Aluminum|N/A
982|Dragon Scale|0|16|Manufacture[Item]|Magic|N/A
299|Immaculate Sapphire|0|16|Manufacture[Item]|Corundum|N/A
1090|Fine Nylon|0|18|Manufacture[Item]|Nylon|N/A
1398|Wooden Pedals|0|19|Manufacture[Item]|Wood|N/A
1325|Propeller|0|20|Manufacture[Item]|Wood|N/A
304|Demon Jade Stone|0|21|Manufacture[Item]|Magic|N/A
302|Pure Diamond|0|21|Manufacture[Item]|Diamond|N/A
1695|Vertical Wing|0|21|Manufacture[Item]|Wood|N/A
305|Enclosed Crystal|0|25|Manufacture[Item]|Magic|N/A
2565|Snowy Tile|0|26|Manufacture[Decor]|Water (Type 2)|N/A
